language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,貿易,màoyì ,màoyì,māoyì,màoyí,mǎoyì,(commercial) trade; CL:個|个[ge4],這件事讓我們看見貿易的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn màoyì de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of trade and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,馬桶,mătŏng ,mǎtǒng,màtǒng,mǎtōng,mátǒng,chamber pot; wooden pan used as toilet; toilet bowl,搬家以前，他先把馬桶整理好，避免重要東西不見。,"bānjiā yǐqián, tā xiān bǎ mǎtǒng zhěnglǐ hǎo, bìmiǎn zhòngyào dōngxī bùjiàn.","Before moving, he organized the chamber pot first to avoid losing anything important.",B2,objects,noun,Core Content,
Taiwan Mandarin,碼頭,mătou ,mǎtou,màtou,mātou,mátou,wharf; dock; quay; pier,那個地方像碼頭一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng mǎtou yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as wharf, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,螞蟻,măyĭ,mǎyǐ,màyǐ,mǎyī,máyǐ,ant,小朋友在繪本裡看到螞蟻，立刻問老師牠住在哪裡。,"xiǎopéngyǒu zài huìběn lǐ kàndào mǎyǐ, lìkè wèn lǎoshī tā zhù zài nǎlǐ.",The children saw a ant in the picture book and immediately asked the teacher where it lives.,B2,animals,noun,Core Content,
Taiwan Mandarin,沒,méi,méi,měi,mèi,mēi,(negative prefix for verbs) have not; not,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,每,měi ,měi,mèi,mēi,méi,each; every,在這次討論中，每成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, měi chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, each became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,玫瑰,méiguī,méiguī,měiguī,méiguǐ,mēiguī,rugosa rose (shrub) (Rosa rugosa) (CL:棵[ke1]); rose flower (CL:朵[duo3]),走進玫瑰旁邊的小路時，大家都放慢腳步觀察周圍環境。,"zǒujìn méiguī pángbiān de xiǎolù shí, dàjiā dōu fàngmànjiǎobù guānchá zhōuwéi huánjìng.","When walking onto the small path beside the rugosa rose  (, everyone slowed down to observe the surroundings.",B2,nature,noun,Core Content,
Taiwan Mandarin,美好,měihăo ,měihǎo,mèihǎo,měihāo,méihǎo,beautiful; fine,這座城市有美好的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu měihǎo de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has a beautiful side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,沒什麼,méishénme ,méishénme,měishénme,méishènme,mēishénme,it doesn't matter; it's nothing; never mind; think nothing of it; it's my pleasure; you're welcome,朋友向他道謝，他笑著說：「沒什麼，只是順手幫忙。」,"péngyou xiàng tā dàoxiè, tā xiào zhāo shuì： 「 méishénme, zhǐshì shùnshǒu bāngmáng. 」","When his friend thanked him, he smiled and said, “It was nothing, I just helped while I was at it.”",B2,function words,function word,Core Content,
Taiwan Mandarin,門,mén ,mén,měn,mèn,mēn,gate; door; doorway; gateway; opening (CL:扇[shan4]); valve; switch; other door-like or gate-like structure; way to do sth; knack; method; approach,老師把資料分成三門，讓學生先讀重點再討論細節。,"lǎoshī bǎ zīliào fēnchéng sānmén, ràng xuésheng xiān dòu chóngdiǎn zài tǎolùn xìjié.",The teacher divided the material into three sections so students could read the main points before discussing details.,B2,measure words,measure word,Core Content,
Taiwan Mandarin,迷人,mírén ,mírén,mǐrén,mírèn,mīrén,fascinating; enchanting; charming,這座城市有迷人的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu mírén de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has a fascinating side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,密切,mìqiè ,mìqiè,mīqiè,mìqié,mǐqiè,"close; intimate; to strengthen (ties, cooperation etc); closely; intently; carefully",面對這麼複雜的情況，他仍然保持密切的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí mìqiè de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a close attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,面,miàn ,miàn,miān,mián,miǎn,face; side; surface,老師把資料分成三面，讓學生先讀重點再討論細節。,"lǎoshī bǎ zīliào fēnchéng sān miàn, ràng xuésheng xiān dòu chóngdiǎn zài tǎolùn xìjié.",The teacher divided the material into three sections so students could read the main points before discussing details.,B2,measure words,measure word,Core Content,
Taiwan Mandarin,免費,miănfèi ,miǎnfèi,miànfèi,miǎnféi,miánfèi,free (of charge),在這次討論中，免費成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, miǎnfèi chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, free became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,面積,miànjī ,miànjī,miānjī,miànjǐ,miǎnjī,"area (of a floor, piece of land etc); surface area; tract of land",那個地方像面積一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng miànjī yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as area, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,面前,miànqián ,miànqián,miānqián,miànqiàn,miǎnqián,in front of; facing; (in the) presence (of),在這次討論中，面前成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, miànqián chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, in front of became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,麵條,miàntiáo ,miàntiáo,miāntiáo,miàntiào,miǎntiáo,noodles,晚餐準備了麵條，也搭配幾道清淡的小菜。,"wǎncān zhǔnbèi le miàntiáo, yě dāpèi jī dào qīngdàn de xiǎocài.",Dinner included noodles along with several light side dishes.,B2,food,noun,Core Content,
Taiwan Mandarin,秒,miăo ,miǎo,miào,miāo,miáo,second (unit of time); arc second (angular measurement unit); (coll.) instantly,老師把資料分成三秒，讓學生先讀重點再討論細節。,"lǎoshī bǎ zīliào fēnchéng sān miǎo, ràng xuésheng xiān dòu chóngdiǎn zài tǎolùn xìjié.",The teacher divided the material into three sections so students could read the main points before discussing details.,B2,measure words,measure word,Core Content,
Taiwan Mandarin,描寫,miáoxiě ,miáoxiě,miǎoxiě,miáoxiē,miāoxiě,to describe; to depict; to portray; depiction; portrayal,為了讓計畫順利進行，團隊需要先描寫目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān miáoxiě mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first describe the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,廟,miào ,miào,miāo,miáo,miǎo,temple; ancestral shrine; CL:座[zuo4],那個地方像廟一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng miào yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as temple, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,米飯,mĭfàn ,mǐfàn,mìfàn,mǐfán,mífàn,(cooked) rice,晚餐準備了米飯，也搭配幾道清淡的小菜。,"wǎncān zhǔnbèi le mǐfàn, yě dāpèi jī dào qīngdàn de xiǎocài.",Dinner included rice along with several light side dishes.,B2,food,noun,Core Content,
Taiwan Mandarin,米粉,mĭfěn ,mǐfěn,mìfěn,mǐfēn,mífěn,rice flour; rice-flour noodles; (Internet slang) Xiaomi fan,晚餐準備了米粉，也搭配幾道清淡的小菜。,"wǎncān zhǔnbèi le mǐfěn, yě dāpèi jī dào qīngdàn de xiǎocài.",Dinner included rice flour along with several light side dishes.,B2,food,noun,Core Content,
Taiwan Mandarin,迷路,mílù ,mílù,mǐlù,mílú,mīlù,to lose the way; lost; labyrinth,經過一段時間的準備，他終於決定迷路，並把結果告訴家人。,"jīngguò yī duàn shíjiān de zhǔnbèi, tā zhōngyú juédìng mílù, bìng bǎ jiēguǒ gàosù jiārén.","After a period of preparation, he finally decided to lose the way and told his family the result.",B2,actions,verb,Core Content,
Taiwan Mandarin,秘密/祕密,mìmì ,mìmì,mīmì,mìmí,mǐmì,secret; private; confidential; clandestine; a secret,這件事讓我們看見秘密的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn mìmì de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of secret and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,明白,míngbái ,míngbái,mǐngbái,míngbài,mīngbái,clear; obvious; unequivocal; sensible; reasonable; to understand; to realize,面對這麼複雜的情況，他仍然保持明白的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí míngbai de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a clear attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,名詞,míngcí ,míngcí,mǐngcí,míngcì,mīngcí,(linguistics) noun; term (name for a concept),在這次討論中，名詞成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, míngcí chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, noun became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,民國,mínguó ,mínguó,mǐnguó,mínguò,mīnguó,"Republic of China (1912-1949); used in Taiwan as the name of the calendar era (e.g. 民國六十年|民国六十年 is 1971, the 60th year after 1911)",這棟老房子建於民國六十年代，現在被改成文化中心。,"zhè dòng lǎo fángzi jiàn yú mínguó liùshíniándài, xiànzài bèi gǎichéng wénhuà zhōngxīn.",This old house was built in the 1970s Taiwan calendar era and has now been turned into a cultural center.,B2,general,noun,Core Content,
Taiwan Mandarin,明顯,míngxiăn ,míngxiǎn,mǐngxiǎn,míngxiān,mīngxiǎn,clear; distinct; obvious,這座城市有明顯的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu míngxiǎn de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has a clear side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,明星,míngxīng ,míngxīng,mǐngxīng,míngxǐng,mīngxīng,star; celebrity,在這次討論中，明星成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, míngxīng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, star became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,命,mìng ,mìng,mīng,míng,mǐng,life; fate; order or command,在這次討論中，命成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, mìng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, life became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,民族,mínzú ,mínzú,mǐnzú,mínzù,mīnzú,nationality; ethnic group,在這次討論中，民族成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, mínzú chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, nationality became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,陌生,mòshēng ,mòshēng,mōshēng,mòshěng,mǒshēng,strange; unfamiliar,面對這麼複雜的情況，他仍然保持陌生的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí mòshēng de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a strange attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,摸,mō ,mō,mó,mǒ,mò,to feel with the hand; to touch; to stroke,為了讓計畫順利進行，團隊需要先摸目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān mō mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first feel with the hand the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,某,mŏu,mǒu,mòu,mōu,móu,some; a certain; sb or sth indefinite,在這次討論中，某成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, mǒu chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, some became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,木,mù ,mù,mū,mú,mǔ,(bound form) tree; (bound form) wood; unresponsive; numb; wooden,在這次討論中，木成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, mù chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, tree became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,目前,mùqián ,mùqián,mūqián,mùqiàn,mǔqián,at the present time; currently,在這次討論中，目前成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, mùqián chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, at the present time became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,木頭,mùtou,mùtou,mūtou,mútou,mǔtou,"wood; log (CL:塊|块[kuai4],根[gen1]); (fig.) blockhead; dolt",出門以前，他把木頭放進包包，又檢查了一次。,"chūmén yǐqián, tā bǎ mùtou fàngjìn bāobāo, yòu jiǎnchá le yīcì.","Before going out, he put the wood into his bag and checked once more.",B2,objects,noun,Core Content,
Taiwan Mandarin,那,nà,nà,nā,ná,nǎ,variant of 哪[na3],這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,那麼,nàme,nàme,nāme,náme,nǎme,like that; in that way; to that extent; (before a number) ... or so; about ...; then; in that case,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
